id	GSM758396_Control	GSM758397_Control	GSM758398_Control	GSM758399_Treat
C1orf105	7.90484586717598	7.30285074666432	8.20651138837661	8.14120063463163
C1orf106	8.36592631223068	6.53928534591441	6.8889707952166	9.44184307597292
C1orf109	8.52321665132636	8.87081483478309	8.66723835189518	9.63268789306414
C1orf110	7.55955804899645	3.39307549725655	3.20166432169908	5.33184497609865
C1orf111	5.1363096558018	5.03574767162057	6.58055411982286	4.34051688675668
C1orf112	5.80862173401103	6.71638111599015	6.56656111735781	7.33907053941179
C1orf115	10.3478860187874	9.38174350828075	7.47239174050695	6.88673843938237
C1orf116	5.58815760051513	4.76978985801678	5.59321949688619	4.56372139335804
C1orf122	11.9316396366379	10.982342956138	11.538795141774	11.4304249440006
C1orf123	10.766758625882	10.1034928002616	10.2827466431455	10.5508952740372
C1orf127	5.93157271227513	4.94224572064631	6.02784852896393	5.69276382525392
C1orf131	10.1301267204058	10.1456090049699	9.219040507	9.54705482021037
C1orf145	6.32945218665023	6.13819826083591	6.17905065883935	4.84962972091715
C1orf158	4.38660158894558	4.84016608040147	6.03367202673981	4.17882133820626
C1orf159	5.17206635290088	6.81866294782989	5.14317183105674	7.51250498691455
C1orf162	8.84617848315055	8.52280790527673	9.05985793780962	9.89622224636088
C1orf167	8.35261395942359	7.2245350002259	7.95153484519991	8.32766576845813
C1orf168	7.64445825836168	7.20199883759589	6.20249887212256	4.07622166313519
C1orf174	9.01705390559257	9.26499138764935	9.19753491916921	9.53517167362773
C1orf177	6.80497880055017	6.86184295512719	5.78301982614831	7.10967326845198
C1orf180	5.78219110741533	3.30711733120495	3.89839035842855	6.86395153314313
C1orf192	8.27221889100288	7.34889589342602	7.10947205821088	2.34979620327487
C1orf194	7.95833052906066	4.71479137928949	5.952194291	3.3196660098267
C1orf198	11.9094946260126	10.2292003834394	12.4782592031036	11.1244601124093
C1orf200	4.34141437689987	7.11457706507338	7.15581522266806	4.7173045498716
C1orf204	7.95296430783259	8.05687123322438	8.8684181345078	7.34967993259608
C1orf21	9.61053750648405	9.31646924425469	9.33080454287778	9.52154754650489
C1orf210	6.89287212821825	6.78229255019547	5.00631677437048	5.63708832881839
C1orf213	9.22069578572611	8.81754365790803	9.39876732115294	9.1145811971668
C1orf216	10.8173992365667	9.95875573972856	8.20083163935513	9.19249526292807
C1orf220	6.10680427992665	6.46776116709516	5.94293670733603	5.07372560315735
C1orf226	7.95153484519991	7.94362389714699	8.88118914044028	9.35889162284701
C1orf228	5.72475659821633	5.81406278201371	6.06315336055326	5.69062140399999
C1orf233	9.1504572624764	9.04107806850999	9.30096556919795	8.47284968346525
C1orf234	3.04145160671547	6.57551070337787	3.85893151002681	4.76604913443226
C1orf27	8.92028446757091	8.15356793674619	9.02957650476545	9.61255302465991
C1orf35	8.65798781106832	9.1210045547185	9.24420076683295	9.13171489282403
C1orf43	12.4186683443843	12.5201241048326	12.5263815280198	12.1921276722579
C1orf50	8.24942731145948	9.07653876308983	5.40453564299684	9.537707157
C1orf52	10.9023557263749	10.3415548218531	10.1211647877768	10.8181974277129
C1orf53	6.04791619310504	6.32516207384882	4.82894204260081	7.77137125957234
C1orf54	10.6917797748975	10.2790141717124	9.49180086991698	10.6456139200227
C1orf56	7.40002220516904	7.72214812449021	7.66193716214711	8.10923434769489
C1orf61	14.1824856653145	12.7084612470655	12.5019543589587	11.7398949318032
C1orf64	8.87954517917858	7.87703144815239	8.23648422219398	6.49752584574062
C1orf68	5.95537509134506	6.6538399182923	6.38629958022949	4.42622988786888
C1orf74	7.59556695482417	8.25092555107341	7.81070060379253	8.0938527351112
C1orf85	7.51475763278765	7.63086799365953	7.67367933528254	8.92677943104503
C1orf86	7.03288092867142	7.36627709510821	6.58358538213282	7.15001918412377
C1orf87	5.85601319640179	4.30023870778426	7.17358257809341	3.23943707397016
C1orf94	7.98731161432811	5.71259228285637	6.36038558251492	7.72894905609997
C1orf95	10.0891799855293	8.68934017484182	7.96889788918781	8.67806314207184
C2	6.67585647263605	7.11501338428937	5.9644799244316	7.91638382980375
C20orf141	6.65807430301857	4.68343209389086	4.83308889782581	5.06037455521252
C20orf144	5.49533796166603	5.54101014536591	3.42427010369248	6.07512131749018
C20orf166	4.6085189775459	6.083196359	6.45959681483801	7.17132654842783
C20orf166-AS1	8.20744744038105	7.67523311428367	8.22192681247452	7.53080678383411
C20orf173	7.8041642924336	6.38674244380943	7.54393551519095	6.19638659944635
C20orf181	4.0997978974035	5.11724825348598	4.41950823852105	3.610469886
C20orf194	11.0663935526994	10.3344933177742	10.9428181405146	9.96352165262222
C20orf195	4.062975096	5.44596642805237	4.93392074797029	3.07710168677683
C20orf196	7.03073272759316	7.56319746490928	5.78770255008181	7.29533610746702
C20orf197	3.78795964022112	3.91937106298378	6.70128949439463	5.29087955843139
C20orf202	6.1786875135321	6.69390691929616	6.28918445001113	6.24745965723796
C20orf203	7.82240341859183	7.55915201434006	8.25864877610291	5.88812658839044
C20orf26	5.20180653764742	6.00035579237455	6.00211867660398	6.55109496590714
C20orf27	6.97977107166454	7.61656830251728	7.35483365278098	6.874386413
C20orf62	6.20172659701945	4.79531746865062	6.57733743525497	7.1537508510305
C20orf78	4.33006985173388	6.52921440493483	7.47028586729263	7.0618562543562
C20orf85	3.17079475703745	3.3035823488244	4.20944764189958	5.80299420852726
C20orf96	6.39127262373188	4.32470874444294	5.36562799622336	3.67058750547801
C21orf119	8.08696381353187	8.69140445366412	9.24239408327525	8.42312622765436
C21orf128	5.98268072969368	4.65485069233952	3.51319346325376	5.36147401242091
C21orf15	8.61563339656582	5.43492276505205	7.39797106747031	7.84082036314153
C21orf2	7.34730461130478	6.93545782924623	6.81264010574795	7.31638240932338
C21orf33	11.0115271295644	10.7064772222291	10.5131037520905	10.6540605025012
C21orf37	7.43478626379537	6.39353332429908	6.65114966968967	7.39541569160846
C21orf49	7.16089305612992	6.93206127988821	7.4974973914907	7.53151209842073
C21orf58	5.50204513023261	5.88548647044202	5.94430217480065	5.9106167793463
C21orf59	9.02564037608069	10.3135058222151	9.94617376658227	9.18590706037817
C21orf62	8.26145051400168	6.39901594567511	5.88474372134402	6.84514199342772
C21orf67	7.10335938203169	6.87488840180904	5.78686629520477	6.57338218539636
C21orf88	7.08900853939286	6.72039071517315	6.55973953314971	6.83452575039702
C21orf90	6.09395936217607	5.6009028619443	7.44599795503567	7.267770239
C21orf91	9.13825935525684	9.44370742199693	10.1485070703449	9.84807469824096
C21orf91-OT1	7.30285074666432	7.03232449066569	6.84805480686749	6.8022391151045
C22orf15	4.93519776378085	4.28714617499951	6.07055800775392	6.38748249628681
C22orf23	7.35718535960794	4.91874126277991	6.9551752894275	5.34155325171558
C22orf24	8.52843755478075	6.6903931047089	8.21873891190079	7.97222711948094
C22orf31	5.89989447211056	8.01762715624899	7.1635979888808	6.94642453356116
C22orf34	6.22837083349237	4.37275880492015	7.61829176062925	6.43951632129532
C22orf39	10.1028292911871	9.6312721788688	9.45907196338822	9.21074339299483
C22orf42	6.66056789878876	6.40705586214287	7.34763439637605	5.6315411656242
C22orf46	8.21957211344718	7.0638472414196	7.16025686940378	8.34638988653492
C2CD2	10.3764939967623	8.02472303126157	8.51909232392467	8.65859520228303
C2CD2L	8.40979748098683	8.05097157471959	7.65002441561851	7.23992329327011
C2CD3	8.49396640967312	8.56722097645711	8.87624728177556	8.55220951700294
C2CD4A	7.5826644084043	3.35825702335334	6.75549597085548	7.64576874254807
C2CD4B	5.57245610770859	4.98901433529206	4.29185990789181	5.44406649614687
C2CD4C	6.10407162296839	4.31032840423326	4.34876774177591	6.87636241416362
C2CD5	11.4866154650555	12.6597132906124	12.7285772475394	11.4429698695915
C2orf15	3.27332800932988	7.04300289240926	6.76182529210093	2.48561298220882
C2orf16	7.73093627064036	6.10094208292043	8.03139121840409	7.72597981192251
C2orf27A	8.56059563280186	8.11175557494308	6.93952568694942	8.83989073468512
C2orf40	8.79672255874524	10.5973948904512	8.66259806036508	8.58161090430603
C2orf42	9.47835621107239	9.30225895223189	9.34381732463272	8.64453003744655
C2orf43	8.26617452555703	8.12180807292734	7.17086741051837	9.0328442921976
C2orf44	6.42995057136109	8.4885460786287	8.82072672449309	8.07901005568859
C2orf47	10.3862774760726	9.94420007299301	9.9643071449926	10.7260152339508
C2orf49	8.5964950861219	9.09566283182505	8.66996532207367	9.19632454643113
C2orf50	4.62398700642609	3.96027146017161	3.11969311628969	3.95056687510537
C2orf54	7.60379388091562	6.83996996618925	7.84652152392416	7.63398621498724
C2orf57	4.09922158597364	3.66308582256245	4.54382083920523	3.71049654134352
C2orf61	4.2387570523864	4.80555778573864	4.16695021726633	6.05554216789446
C2orf68	7.72156411525888	8.27264256625078	9.07880502902995	8.99202384484292
C2orf69	11.0452188706898	10.8703173622188	10.9450761151937	11.3298690037824
C2orf70	5.1521431703382	5.06855438238971	5.46738712773971	6.45951133787448
C2orf71	4.88938567141984	4.303555721	4.14011879770017	3.87894504528251
C2orf72	9.9643071449926	8.54683933055822	8.75810020879088	8.59733136175351
C2orf73	4.48928872977006	6.23743078057344	6.67420029080466	3.64292654604401
C2orf76	8.68272096023723	8.71009662669208	8.60338164078427	9.94137084161986
C2orf80	10.4780976793937	7.50090304644033	3.44721924459695	10.0581088713746
C2orf81	7.53497158128164	8.16227495264519	6.62448189799925	8.5964950861219
C2orf82	8.93561280149248	5.0195124207462	7.98138197745029	6.74839973316147
C2orf83	5.80839206905236	5.32101098059153	6.48069865990585	5.48099572668319
C2orf88	8.45174084502567	7.74318949875281	7.57769419805954	7.74515078313727
C3	11.9853005792068	8.97580715359535	11.3786508554956	13.1692461989507
C3AR1	9.86902920908059	8.74021258996095	8.92928673641926	10.4453171611395
C3P1	7.95191036564714	4.3194047056664	7.83268887877284	6.48377183061684
C3orf14	10.7196542526435	10.4271451388909	10.2162128675682	9.82971951662939
C3orf17	10.0016145449523	9.81781290679782	10.4593777012299	9.91135701313197
C3orf18	8.37403029503815	10.4190776309942	10.5365895922824	8.06072203461303
C3orf20	4.78881142604458	4.75062335360341	4.8942530410369	3.95357012967306
C3orf22	6.33228730988449	4.78492680490935	6.68237796479639	5.15131948125259
C3orf27	4.03957674313102	4.03957674313102	4.97635818765544	3.98126488513217
C3orf30	4.22962657732742	6.02018772500212	4.82453069723182	6.36038558251492
C3orf33	6.6258665896386	6.75271902456481	3.09681819997892	6.57551070337787
C3orf35	4.77445152201058	3.94123258240649	4.04542960185988	5.50052507714087
C3orf36	4.57562651144588	6.37835070942798	3.69753332185513	4.60245504944674
C3orf38	8.45349490402873	8.95499839220366	8.36613005873476	9.34439505009185
C3orf43	4.23939414183252	5.33961448329474	6.72316048762603	4.8619872292901
C3orf49	6.81644930949013	7.11814785628509	8.25601728139243	7.13666283352352
C3orf52	6.12085867006767	5.89901647885752	7.11117475609094	7.35302849281528
C3orf55	6.31491273669066	6.8602547921455	5.27194760276053	6.97800568297659
C3orf56	5.89323554352799	6.03698437006025	7.13648438718125	5.80412966377017
C3orf58	9.03120014738067	10.3235333017895	9.6492473556711	8.88793913988696
C3orf62	5.82471814572676	5.27031070304642	6.48783693899929	6.05704345564121
C3orf65	5.19012114145804	6.3597497915171	6.06861443176028	6.1264083678522
C3orf67	4.9004336789515	5.87983657727918	6.31533115486833	6.84912367430929
C3orf70	11.4072337591185	9.94202805495665	10.2079266631564	9.56763910230756
C3orf79	3.35748487520754	6.16248349560774	6.0603690570394	5.16918302334834
C3orf80	8.56475674027651	9.38871869879241	7.02530292231845	3.95904930425566
C4BPA	7.79983881131008	7.69144512593062	6.20555950679042	4.68769644715051
C4BPB	5.58953089116119	6.80481887045257	4.32175074387321	4.65916958846848
C4orf17	7.56275736985716	7.53337771834558	7.95103663051816	5.00416539625475
C4orf19	8.18004233102121	8.11930776576159	7.73271626823201	6.96290262983571
C4orf22	5.78906695374127	6.67288319643489	7.53735911452661	6.97848500613688
C4orf26	2.82363053347915	3.01339157867859	7.202609496	5.72657131375897
C4orf27	9.94361652956098	10.0888227832425	9.90888981749526	10.554792998532
C4orf29	7.88600548181017	8.86996839756246	9.06968270729552	8.66704829576602
C4orf3	12.4311107058563	12.1286948364488	12.3237355122185	12.0599914817217
C4orf32	6.42085814878347	8.71368247718283	7.82089489869867	7.89731546354359
C4orf33	6.53928534591441	7.89783256702161	7.04773394460486	6.36634714636179
C4orf36	5.42027688695845	5.96672022812146	6.23791391593887	7.36827581859077
C4orf45	7.24658185694273	6.26356215785371	7.7860268954866	6.72815506636723
C4orf46	6.21032746394716	7.90380721221468	7.18328612810137	8.439628462
C4orf47	3.99993156876208	6.58851315486756	4.20226048139148	6.1365473325104
C4orf48	11.7163313936913	10.5770577155257	11.3212959486316	11.7575069464172
C4orf6	6.16204368261016	3.50833467773391	4.05793913806716	4.33431004519924
C5	7.82106827645178	7.76752120798418	8.36554296045903	9.10301939640678
C5AR1	7.46428020395502	7.57506915173242	6.0980795574672	9.86104443720976
C5AR2	2.87231874282554	6.71382593641854	5.74058441967853	5.85380946638281
C5orf15	9.37901376281764	9.94943471882573	9.38223660268652	10.8371981068938
C5orf17	4.12464955569775	5.84114828223768	5.10683071556085	7.00586365785998
C5orf22	9.30872184074105	9.75045611798728	9.11341467995504	9.12180964664367
C5orf24	9.39038184007673	10.3914620324999	10.0298046436298	10.4358026830582
C5orf27	7.35773383196405	6.13402780377415	8.25209702124237	7.1133960755484
C5orf28	6.53640928539586	8.54887840852183	8.166914233	8.0815364244383
C5orf30	10.4643357888671	10.1697664342357	10.5218481706573	10.2456936676552
C5orf34	8.12262743658277	7.1743042335091	7.32944976117962	8.79979285311914
C5orf42	6.04831879076121	7.91856648633654	6.31017195657723	7.50642681634765
C5orf45	9.11101574947074	9.50179535536466	10.2463760760266	8.4599070509977
C5orf46	3.56754843079391	4.60178607310702	5.1386070029388	5.30821719121416
C5orf47	5.28517984597358	5.18292900514604	5.17206635290088	5.95537509134506
C5orf49	8.67455463240916	6.19733738381934	6.60200083808748	3.52261451230848
C5orf51	8.70224766597687	9.28898126127867	9.57953301850091	9.32613394766781
C5orf55	3.74374839421843	4.20567601040205	3.69137272794087	4.82580497465881
C5orf56	7.06218718938964	8.10609235156814	9.32509279574547	7.37890410444627
C5orf58	6.37270072333099	6.11366134770583	6.11504749344827	6.60163302450117
C5orf63	6.48460596238995	6.87170295296996	6.74145271549592	5.10226160614977
C5orf64	6.9055228285317	6.60477771211542	7.31686033409747	6.56804998685762
C5orf66	8.43600503044889	7.64801609987736	8.08416212583756	8.6209638226683
C5orf66-AS1	3.59769865688741	2.97129519773061	6.36500892743476	5.32847051543119
C6	7.55017275951373	6.73076038517121	6.21637102701831	7.2640351000324
C6orf1	9.34745497045732	9.00616021062586	8.74442712459694	9.28029772559248
C6orf10	5.8687328419743	6.33821386358948	7.04165804664587	3.57760616444479
C6orf106	8.38272438850348	9.47874039596709	8.99021885405137	7.41423806456846
C6orf118	4.67043576033742	5.6418729250365	6.14578881395215	6.61955804233117
C6orf120	10.4244312319463	10.5998575360826	9.48703800029949	10.7081384451465
C6orf123	6.16248349560774	6.17151153873552	6.34453015759994	5.74031766175043
C6orf132	5.71057053460777	5.75879991186196	7.18235193982528	6.43992094415084
C6orf136	9.85265037360288	10.7020081757956	10.984466077646	8.86216827461459
C6orf141	5.96488600000597	7.03299931937687	6.669626066	6.70787464523311
C6orf15	5.69587227025247	4.99383806168579	5.625563808	5.36749090350663
C6orf163	7.01892915551512	6.27168299823721	7.29156880921256	6.41391775560477
C6orf164	2.95042555498075	2.88867550655549	6.26312304053446	5.81478881381241
C6orf165	7.12863256581906	6.42870232524258	5.60133393327778	4.73037408942522
C6orf195	3.64399532024235	5.42509045809721	5.55432617433126	6.3616294857172
C6orf201	4.68681860931529	6.52244163189168	5.32050873790817	3.14060936379441
C6orf203	9.95261743329931	10.2347587156681	9.60067904888124	9.91220068535866
C6orf211	9.87865258919719	10.8637698003272	9.80372913717516	10.957342490659
C6orf223	7.0332891632708	7.66239265009343	7.6474809288304	7.45496853135764
C6orf226	9.40058521280998	8.92041897534072	8.62059296563862	9.11719922979219
C6orf25	6.39750641175611	5.2035198434225	3.55960351565895	6.47713452304412
C6orf47	9.22936539405902	8.40501020295144	9.21416352201988	6.55830617096306
C6orf48	12.3165406732648	12.0970470341279	12.651756268714	12.500362518111
C6orf52	5.71556105355453	6.90911354914689	5.10850669111283	7.78297955479873
C6orf57	8.11979634423278	8.43642002219964	7.88064787390504	9.39038184007673
C6orf58	6.13567857997585	5.69694947174392	4.74581687677277	5.76055083607013
C6orf62	9.89162175844374	9.74513238374306	9.71701018223171	11.0324270893695
C6orf89	9.74206575177265	9.08490025658944	9.29648114153309	9.66044114648065
C6orf99	6.3779743768833	3.75200422249715	7.62887052579656	5.41928948249936
C7	6.65038826260241	8.23648422219398	6.33548852200441	6.71359630602238
C7orf13	7.86893909279101	7.31774118546794	8.23546094158285	7.53368648330583
C7orf26	8.46690845745672	8.31587346719572	7.76425976036114	9.0039611786076
C7orf31	4.20131669861214	8.0721998528767	6.95310166973769	7.59296895268993
C7orf33	3.28883392110706	3.77230837693548	4.28528183344715	4.6794588424286
C7orf34	5.71314730007636	6.655633908	7.2806570224311	6.72980035888376
C7orf43	5.09562976804176	7.38889328435514	9.32014830594273	5.84260510165676
C7orf49	9.57371740367332	8.54758151992695	8.8788697818598	9.69580353898654
C7orf50	8.42461316130318	8.37074895184486	8.385416093	8.0721998528767
C7orf55	10.6127652090315	10.1985298858291	10.3043973060949	11.1020211181166
C7orf57	6.07745268101403	3.69826472504737	5.77914211992747	5.34830525579451
C7orf60	10.4063091044891	10.9333055730497	9.64351961245219	10.5009953289268
C7orf61	7.50121843254209	7.52006271157912	8.19584639035194	8.30857331471844
C7orf62	4.28388174459356	5.21998325628661	5.08601259597888	7.29554517181406
C7orf63	7.46827167599987	8.00845675483276	7.2790563689563	5.86090550196468
C7orf69	6.29977486132205	6.27673136128412	3.89913107473268	4.17679262752786
C7orf71	6.57948107671715	7.10195824274633	7.08479987539105	6.04709443316415
C7orf73	8.66020658078252	8.02544846578025	7.32081242236041	8.47553443651028
C8A	7.68964865920824	7.47412019632177	7.12735715722341	7.04773394460486
C8B	7.88382706444161	6.77340700650975	8.01284255825402	7.23112094284372
C8G	3.82078128753648	4.33822942024576	2.76678486012783	3.64399532024235
C8orf12	6.58938179212661	5.23066850612931	5.17810578218554	6.25394134746336
C8orf17	6.67611150329196	4.50057599361857	8.43412101720216	6.29850465405608
C8orf22	6.56883716631174	5.67737025304908	7.29375167638618	7.56296624360498
C8orf31	7.34597913994184	6.65320593997852	7.32967416179208	4.32684569415322
C8orf33	9.88163618826684	9.7818270755057	9.65088208627817	9.78978762160153
C8orf34	6.96832344341497	7.4974973914907	8.31367154261721	6.85629781900605
C8orf37	7.87529731153684	9.10699488158251	8.72150091620595	8.90468504221117
C8orf4	7.81980946224432	5.71769437670759	7.69302416979511	9.76370229802031
C8orf44	7.74765895187779	7.8412075155689	8.35461151357412	7.42349708270663
C8orf46	11.2427694101031	8.88219415598433	10.3727277406172	9.23915322080746
C8orf48	4.53566456083262	6.64030539980661	5.0058627519851	5.45425362774047
C8orf49	5.61204213760183	5.8687328419743	5.90204491870809	6.31533115486833
C8orf58	6.20477685358047	7.73822805429591	7.8291055696086	6.40729052969362
C8orf59	10.0943624979911	10.347557409892	10.1558675831011	10.8878393719573
C8orf60	7.33738985583258	7.5448180930771	7.77639419804161	8.05338351161213
C8orf66	3.85158828230655	5.21309830089264	6.2321044048805	4.84360556713871
C8orf74	6.60383457047566	5.90507368773968	5.54685782040545	6.03330636888178
C8orf76	9.0904514438684	9.36927283221299	8.38575137566894	9.98678290230789
C8orf82	9.22690655385653	8.62350345381173	8.22216459965822	8.98717860649156
C8orf88	9.35822354446524	7.19686507654588	7.97684993939384	10.0865633491519
C9	3.72127416393004	4.8875231947282	6.01004917703938	6.44180754829819
C9orf114	8.35315579758412	8.00118066756411	8.83383965456894	8.5635609829213
C9orf116	8.00118066756411	7.03056209753729	7.12761912156163	6.796745202
C9orf117	7.31452459487397	5.92116549424496	7.12998941394123	6.59414172859291
C9orf131	5.53248184150575	4.59419362640636	5.00151169977996	4.94540960823811
C9orf135	5.88937841331901	6.10431795855296	5.56550076774887	6.40627917014892
C9orf135-AS1	3.95155411638767	4.91451630657729	6.74748446577443	6.21669616262292
C9orf142	8.0427826649693	7.6795960203309	6.52903128735593	7.83541420645828
C9orf152	4.57288473208729	6.5147938029074	6.80505922833928	5.84230574380639
C9orf156	7.95481334336774	7.83308075354941	7.26674978957847	8.00971887118047
C9orf16	11.244661189023	9.80475679528486	9.18403479185067	9.54621777759357
C9orf163	6.88099462831444	7.45947189713603	8.68322228033184	6.88581931872491
C9orf172	5.98655242619587	7.65816051940978	8.22483859357591	3.68534578602862
C9orf173	6.43057361394572	7.64013699387609	8.24029315680038	6.55055867918259
C9orf24	9.86588752184071	9.04625643119724	7.25109084927039	6.42216381204758
C9orf3	8.1295911754968	8.8606512196333	9.36787179997408	9.37774767515573
C9orf37	5.57808336379025	7.84900729310264	8.02264329346189	7.48868917303814
C9orf38	7.21043201445131	7.16733981978732	6.76831798655487	6.44522811711614
C9orf40	8.59275685527182	8.44775161586481	8.07043054829114	8.93020215229472
C9orf41	6.86167098723422	8.62919746972054	7.16524144963291	8.67255061661449
C9orf43	4.8068235723289	7.29590560609529	7.0012825268344	6.13778917531079
C9orf47	6.14719997480552	5.48730142757411	4.48552104243061	6.64376622200902
C9orf50	6.83385367786099	6.97347728312569	6.39148258	4.98451399816803
C9orf53	5.27534516556484	3.84426201413227	3.58573878010529	3.12194727162206
C9orf57	6.5671993224858	5.51374430107796	5.0535369749511	7.37825679254516
C9orf62	3.39205857527168	7.05834254016083	4.26059304539072	5.90113100520409
C9orf64	10.3952651082129	10.9396979103253	11.9303253358394	10.1249789911515
C9orf66	3.45279325732376	5.81631360482267	5.52225863173412	3.51493469333292
C9orf69	8.88309555409459	8.74152885890337	6.73807340895957	9.22174000665613
C9orf72	8.68216686338051	9.86257281393288	9.32115866466408	8.89227641915887
C9orf78	9.99133121615278	9.81704822798822	10.2557442029515	10.5826771504885
C9orf84	6.88986629669961	4.99785412894107	6.53104498912765	6.90032582336038
C9orf85	8.68688504049709	7.67612938717758	7.82106827645178	9.17350459714367
C9orf89	7.34375921301021	8.71208193760424	9.27201519225132	7.42093031053887
C9orf9	9.09886600308836	8.11432304808103	8.71910678832372	9.22936539405902
C9orf91	9.53597791031488	8.48790844990334	8.7469808137726	8.87661292412257
CA1	7.85714642287602	6.70951575935693	7.57594155392796	6.96832344341497
CA10	9.74838024347845	11.9720381233046	11.6165266080455	8.25581042789885
CA11	13.5836163871306	13.0294080214564	12.9272794636528	8.63073254287045
CA12	8.46007008219434	8.03196541904455	8.01132535666236	9.30161609271606
CA14	8.54280331827741	8.20684752862777	9.81119980894155	9.52644238340418
CA2	11.6727306660728	9.96134584840474	11.6758481163483	10.982342956138
CA3	5.97534137299119	6.70726475109775	5.9297901343719	7.90512129004289
CA4	9.87569277614909	11.5581563350571	11.3006339957395	7.52485975905131
CA5A	5.00888939130962	4.36833996148219	7.89376707947776	6.59789709852312
CA5B	5.91517658726899	5.84853765211593	7.10500531657444	5.94699538147836
CA5BP1	6.28986499626441	7.77709688428049	7.342671005	7.37279106479376
CA6	7.21793431662097	4.56844258801237	6.22896396705818	5.39086318858375
CA7	8.54758151992695	7.63262469783143	6.26064608511738	7.06296794265319
CA8	6.09621821495476	8.81610471593206	5.0549640919192	6.84087782524283
CA9	7.66666578739246	8.38025857023096	9.43110699520569	8.29586933968484
CAAP1	8.8108705525652	9.85178370610123	8.77830433275504	9.18086437366584
CAB39	10.9928624952943	10.9232446860116	10.8243090964818	11.1476089976194
CAB39L	10.1162107260629	10.0413132591902	9.2806305402519	8.87765807131573
CABIN1	9.56095929979573	10.0321354489117	11.2272761646334	9.39883167817441
CABLES1	10.3305483118319	9.50372572800036	9.35299722426133	7.50178439954163
CABLES2	9.55011768496059	9.85599946006028	10.2031468281146	8.77662443243373
CABP1	8.86776007866116	8.82060964427012	8.4792787014874	3.62799220945251
CABP2	3.39797839955329	3.83923343198326	5.46699781302065	3.47731813241931
CABP4	7.52382717095591	7.19983803765134	7.45223408789837	7.10947205821088
CABP5	5.97715129	6.54890382644828	3.2548814828767	4.4094548050673
CABP7	5.5071860024859	7.69507521267632	6.87284168722536	7.63111077127667
CABS1	4.07480890727726	3.10016743345379	3.02949998585036	2.28602230630973
CABYR	8.69206900913547	7.14517853092346	8.02346788999805	7.21334920820526
CACFD1	8.76402036309645	8.1974212085556	9.60686972350304	8.48044932351396
CACHD1	9.64351961245219	9.01857631332677	7.16076359723905	9.18819625637181
CACNA1B	9.56327375062613	9.5330117746583	9.33666329746333	5.56599832045995
CACNA1C	8.71851314017644	7.97858205872784	8.97166062010075	6.31387963429926
CACNA1D	7.83614336246042	7.87454746094242	8.55065409831888	6.70388369276666
CACNA1E	7.36575395340745	6.66394169578891	6.68328889257426	5.68400755803282
CACNA1F	3.89073862847437	4.94843501643412	3.95155411638767	4.03023628135004
CACNA1G	7.14172496869545	8.42082715947826	6.26505029992628	6.42242761510428
CACNA1G-AS1	6.6565246706343	7.07417030936449	8.04505123247381	6.61657831334801
CACNA1H	5.727681911	5.07407668721926	5.61339215005978	4.74552644176578
CACNA1I	8.59939498632072	7.76652092783993	8.0949492051119	7.2897589786707
CACNA1S	6.18663784213417	5.69208687312431	8.38282965637152	4.84234164481171
CACNA2D1	10.9244970685717	10.5543853163854	10.0817459534201	10.6595372660013
CACNA2D2	8.96966886997053	10.0236678904208	10.4909338555975	8.10066877932566
CACNA2D3	10.0085777303421	9.84170203043434	7.49979612020724	6.5678831034343
CACNA2D4	7.14843272658957	4.85754469098123	6.09708391900707	7.09514169800288
CACNB1	8.51069204106709	7.99552311800344	8.44180399039813	5.47119585000611
CACNB2	9.19987653908974	9.43140823851624	9.62013192748374	7.05179291661069
CACNB3	9.84395693842116	9.97245222674338	10.0386099798184	8.43471875398218
CACNB4	8.29837115214667	9.67618669187745	10.2312722774423	6.96645811026049
CACNG1	6.64931969482146	5.79854381520298	4.69797121144083	7.59745194084861
CACNG2	8.29229687360308	8.56309461850557	9.00588123548417	5.45128006011599
CACNG3	8.7329347912455	5.91575331110859	4.33189478028729	4.20174168821644
CACNG4	9.18921953919902	8.37997600423651	8.49270955806224	8.52967248381452
CACNG5	7.02683767892416	6.77504903142519	7.31724057911731	6.71419266249393
CACNG6	9.15259479480858	8.53377635854557	9.0571110874471	8.47965035855784
CACNG7	6.33055018545291	7.13350527253854	7.01020609111606	4.08083556687996
CACNG8	7.93803151186013	7.33215467978443	7.09644109958234	6.81024223885653
CACTIN	7.90380721221468	8.07901005568859	8.36881282854182	8.18780495129776
CACUL1	7.58773691747641	7.62280914437538	7.10230519609002	8.32621245212432
CACYBP	11.5448997113767	11.9685130969609	11.4131508299619	11.1207937182584
CAD	7.455427	7.69944267065199	7.26340401148669	7.35211922564346
CADM1	11.0107786243306	11.4186300693248	11.5842673740403	10.0709954677632
CADM2	10.9628443997548	10.6997369120006	10.2039928974847	9.37146965508352
CADM2-AS1	3.22518501464554	3.3196660098267	5.94105945989154	5.77955658204272
CADM3	8.19389178934442	9.54385673443653	9.32613394766781	7.89828476873331
CADM3-AS1	4.13452912402082	3.58573878010529	3.87351350035375	4.37186942766829
CADM4	6.3428040961401	7.18328612810137	6.2223665269805	7.67222765381288
CADPS	9.81602820066331	10.3649702133076	10.0368066515187	8.31943489723822
CADPS2	10.9067184453582	12.9546905783648	12.6318151494316	7.62511631865491
CAGE1	3.99232702985747	3.35278854240364	6.34160230252255	3.61721658663837
CAHM	7.38385442088038	7.2165017222507	7.39044742732462	8.50680494477304
